,text,sentiment
16975,fuckyoumonday ? i like it it`s a totally rainy day here i to work hug,neutral
16976,finally watch the rest the guild season i always feel so sorry and hopeful the same time your char,negative
16977,feel not good at all,negative
16978,happy judday,negative
16979,now every saturday till work suck and no friday or monday july 4th either,positive
16980,what happen ? i miss hour update,negative
16981,today soo fun ! happy bday chrissy EMOTION_LOVE,neutral
16982,think i ca nt handle my life like this anymore ... almost seem as if suicide the answer unfortunately,positive
16983,just go the dentist my mouth hurt and i can not eat,negative
16984,wish you not tease me movie night,negative
16985,ugh day whatever somewhere,positive
16986,kartz i study a year now and year school ...,neutral
16987,just receive a phone call new patient ... i guess that mean work tomorrow !,neutral
16988,pack the trip ascari track thank you bacardi,neutral
16989,beijing good massage you & sexy girl & % real photo w4 beijingEMOTION_SAD hi,positive
16990,get a case the bubbly,positive
16991,laugh Loud and that why i use my ipod touch,neutral
16992,say it not so !,neutral
16993,so i pass last night the middle 4th quarter i not witness my magic lose,neutral
16994,laugh loud yes hence my want to watch more !,negative
16995,i miss yoou my poia,neutral
16996,beardburk their optimistic,negative
16997,a hart ah birmingham ! i remember there the wrox day,positive
16998,wow kinda bother that jon do deposit now apparently he keep get out time but deposit so hard me,neutral
16999,not a problem glad !,negative
17000,it`s gon na a super long day,positive
17001,hello ... hehe yup we sure lovely see you,neutral
17002,i not feel well at all,positive
17003,end ride brick lane the a12 dead apart scamera every ?     take an hour to,negative
17004,ooc it,neutral
17005,gratiss,neutral
17006,apple miss you too kid i send msg you,neutral
17007,good night happy mother`s day !,negative
17008,go to buckle this week so relief my twitt follower my inanity enjoy my silence,positive
17009,i not want You to suffer it just midol not work me grr i hate that stuff but i love you tho,positive
17010,p.s . dead like me awsome love that show miss the last episode tho ?,neutral
17011,i get a fairly flat route available ... the problem i no longer a fully functional bike to ride,positive
17012,not a happy bunny,negative
17013,go home hope you out there see the play,negative
17014,so gutted she can not ticket pink !,positive
17015,watch a movie sam,negative
17016,i soo hungry right now dh still not home,neutral
17017,radio i too awake now ill a nap this afternoon,neutral
17018,sunday my last day apple but i will not in come kick it me el farolito mission street 730pm,neutral
17019,i lose my voice what should i ? it very torture,positive
17020,ahh now if you go away yay my other fav song theirs,negative
17021,all cash and look trade ... can`t find any,positive
17022,definitely nt offend i mess various twitter app and strange thing keep happen,neutral
17023,my baby his first busted lip,negative
17024,night night dollie you al so amazing,negative
17025,yay star trek really that good ! happy to not let get ta see it imax now ...,positive
17026,bingley just that practise the proposal scene the end so endearing,positive
17027,still a twitter !,positive
17028,who say all this ... you ignore me frown,neutral
17029,it still the am hour home and my day begin ... gon na drink a lot coffee today,negative
17030,yea tre hood claim that s atl theme song which it ai nt ! laugh Loud but its a youtube vid that i post yesterday,neutral
17031,the wilshire it where i stay last year too,neutral
17032,becuz you braggin,neutral
17033,to go and upload photo email would tenenen tenen do,positive
17034,good morning good old germany i wanna say hello new york i not love really,neutral
17035,watch britain get talent & bite her nail please not come black nail varnish,neutral
17036,freak horse crush my dream ! tear,neutral
17037,i really like miller park too too bad the cub not lead hopefully they can it together soon,negative
17038,sick girl ! try to shake this thing but no luck how you miss long time,neutral
17039,gon na miss thick as blood friday,negative
17040,i need b get sleep the night a good sunday,neutral
17041,see the deforestation.so not surprised bad but moan back,positive
17042,where`d the song go the site i want you this computer too,negative
17043,wut You want a shot ma ?,neutral
17044,goodmorne people earth !,neutral
17045,haha i will keep that mind so far i reckon i enough money to stop my hair grey when i retire,positive
17046,actually maybe not it sell sat lunch,neutral
17047,dizzy i wanna lie die but those calorie not gon na just balk because i ignore them,neutral
17048,ugh sittin work wait the carpet to clean i suppose to out,neutral
17049,when i say we close ' it not mean come ' ffs people also rip polly,negative
17050,friday yay ! and a bonus not to drive wales tonight athough will miss kitten cuddle and go a ride,negative
17051,new article band call mgmt atbfm.solidsyn.net,positive
17052,keep dreamin ! though if she hook me laugh loud,neutral
17053,touch my hand video simply amazing love it,neutral
17054,must go strawberry field !,positive
17055,bummer macbook bug any mac head want to lend a help hand,neutral
17056,sweet spice girl sing good friend,negative
17057,let leave the nervousness tomorrow !,positive
17058,or a mexican wrestler they year cap too you probably not the build it though,neutral
17059,i tell that joke onstage butlin person laugh scar life,neutral
17060,what not sad ? glad your,negative
17061,i know sorry,neutral
17062,it my fault leave my flip flop my locker while swim usf koret but why oh why would you want to take em ?,negative
17063,someone hardcode mb my brain back the 90s,negative
17064,make yet another attempt to attend church a sunday morning ! look forward it y`all,neutral
17065,stop mean me ! hurt my feeling,neutral
17066,we keep very different hour,negative
17067,morley where you ? bris i can not hear any thunder,neutral
17068,sure but careful also make statement that we not it parallel idea happen i see it myself,negative
17069,andd justin eff,positive
17070,thank you,neutral
17071,move the first load stuff s garage storage now round me and guy move our new place monday !,positive
17072,thank bebeisis that right your name any chanve elisabeth ?,neutral
17073,go the dentist,positive
17074,go home no meeting today,neutral
17075,it`s not even cold here but i wearin a big jacket ! it`s get cat ear it,neutral
17076,happy early mother day !,neutral
17077,what a smashing show tonight ! love the killer wish i there gutte ... such a shame they get cut mid - song the end,positive
17078,join twitter,neutral
17079,cool music collection can use non - intrusive background music music keygens !,neutral
17080,jay leno`s last show tonight,positive
17081,wow that really sweet ! i assume this blog relate thank so much,neutral
17082,aww what kind dog You ? i a chihuahua name zoey,positive
17083,deadgirl hard stare,positive
17084,communication class,neutral
17085,i home where i about drink alone,neutral
17086,everyone`s talk the goody bea09 i wanna be there,negative
17087,i want to join but i live michigan,positive
